id,treatment,y
1,1,6213.350829861
2,0,14970.1801341892
3,0,54149.3277384815
4,0,60417.6953538102
5,0,32184.0890684114
6,1,102448.614650503
7,0,56048.7306540175
8,0,57.4879461397353
9,0,47.220191090447
10,0,169156.917140646
11,0,4787.624790699
12,1,5682.66993524091
13,0,2323.36140903901
14,0,3095.60906018029
15,1,3592.70861646235
16,0,7002.59972667987
17,0,7486.07793530928
18,1,62934.7635435703
19,0,281.652450461023
20,0,70038.1723558609
21,0,2187.70859801612
22,1,785.573437375155
23,1,452.845244847289
24,0,2239.31787853756
25,0,1143.93059201052
26,0,6645.94253524419
27,0,32270.5461437667
28,0,2219.541683279
29,0,20752.6757562975
30,0,2016.37514926805
31,0,1696.16396399377
32,0,4104.86542220042
33,1,2451.53181427937
34,0,1210.85438154536
35,0,4781.10624738322
36,0,51715.2100313716
37,0,61663.2068728588
38,0,12792.9731705088
39,0,5655.74785784408
40,0,9933.70881586064
41,0,1537.44852335449
42,0,6652.67100099301
43,1,30681.1973950102
44,0,70484.2956895216
45,0,605.105682215871
46,0,1709.74588340201
47,0,2860.49475576737
48,0,13883.0163195864
49,0,8705.2156254706
50,1,2871.99981290706
51,0,4187.90143881491
52,1,3640.45124260817
53,0,6385.30050175503
54,0,24197.8256219903
55,0,645.5729455386
56,0,1783.58208283479
57,0,23376.2989448578
58,1,3125.4903282653
59,0,30455.1441925181
60,0,2066.15295378254
61,0,14335.8589399815
62,0,13.5968478718979
63,0,1851.55700840829
64,0,10907.8083799038
65,0,20765.2134530603
66,0,1168.09027204388
67,1,1109.06546528158
68,0,5668.21227317604
69,0,54.8058219812848
70,0,323.490970565119
71,0,1133.06156352495
72,0,1042.65345204553
73,0,3753.20060662179
74,0,3769.39423891719
75,0,8930.64521184959
76,0,6415.57887405445
77,0,1000.26269947428
78,1,4187.80860247576
79,1,5210.7519522493
80,0,55626.8846604419
81,0,8481.08154882392
82,0,4533.56363068347
83,0,1868.49385504321
84,0,3359.73283997547
85,1,1964.38931383207
86,1,7602.55411023145
87,0,15091.9936888881
88,0,184.078550129109
89,0,5802.83611043314
90,1,961.41294669231
91,0,674.523284830278
92,0,383.364729296232
93,1,12.6965590390083
94,0,183.151229828324
95,0,124.599392592499
96,0,269.133439943809
97,0,226.581986430611
98,0,754.913262087486
99,1,4837.97311567634
100,0,14190.8967077323
101,0,7877.31970212856
102,0,435.011021971057
103,0,1375.72354145163
104,0,101.501761243897
105,1,925.969814906035
106,0,296.131496220549
107,0,3281.42360021401
108,1,790.139872290002
109,0,20466.5481698718
110,0,859.848017894005
111,0,309.368291587114
112,0,57763.1060253347
113,0,10.3174620589909
114,0,1024.34001145013
115,0,2758.85783722625
116,0,309.261057042076
117,0,565.94972353339
118,0,99.2889082269983
119,0,114.947509405713
120,1,444.668952547854
121,1,276.761208537005
122,0,46.7264544807793
123,0,1682.86180322552
124,0,52978.6261324034
125,0,327.291303977636
126,0,1540.09895823687
127,0,2869.56760757501
128,0,1255.7189903674
129,0,462.116244010728
130,0,8.5377205779412
131,0,154265.435145994
132,0,749.785432113457
133,1,305.231073280043
134,0,286.037286727546
135,0,1833.66913287981
136,1,888.62553275875
137,0,11177.219895585
138,0,34519.8063226429
139,0,7209.19564221976
140,0,10980.3657265624
141,1,23544.2020387692
142,0,1270.45671426467
143,1,3497.99120108253
144,0,6293.453100947
145,0,12447.3627322674
146,1,2.42972869544624
147,0,22437.524789502
148,0,43317.3174440485
149,0,13001.7039574802
150,0,3546.23776731911
151,0,141717.377803812
152,1,171469.867873326
153,0,1821.07715689431
154,0,83086.2792515104
155,0,27378.8057812901
156,0,15283.3291009694
157,0,4003.52694032641
158,0,13520.2230804736
159,0,347.94567569586
160,1,14323.6181588244
161,0,17942.4976263316
162,0,27545.2878705012
163,0,49429.3077185167
164,1,37519.140736786
165,0,9136.05881113245
166,0,359.397676408384
167,0,6478.86590958034
168,0,4102.97069138344
169,1,6707.50902125153
170,0,3774.14376437391
171,0,1961.83876347514
172,0,15759.7089332054
173,0,271.633730604202
174,0,11268.272254096
175,0,46755.464666065
176,1,11606.7946387955
177,0,10012.7346865176
178,0,271.252719352537
179,0,12.3124359367597
180,0,41.1550658933104
181,1,2.11886314747727
182,0,4.03374483306903
183,0,305.602378218746
184,0,4002.77273137656
185,0,426.300265797725
186,0,33.5324375465843
187,1,327.00013391118
188,1,5329.6181625533
189,0,163.875653903793
190,0,952.939367356429
191,0,98.8042460455783
192,0,339.501869615128
193,0,722.206931783496
194,0,7616.31745280976
195,0,23550.8296530977
196,0,30652.0678307184
197,0,5726.00704926178
198,0,48.4330322191742
199,0,9071.82713403366
200,0,5599.55020910214
201,0,14077.785601593
202,0,11045.8670830671
203,0,28274.9433788986
204,0,78.0225733618661
205,0,103.019631614503
206,0,369.7439756922
207,0,14.4303472986486
208,0,571.920566598331
209,0,2.49575455457526
210,0,18.2215874741452
211,0,26.223872358329
212,0,28.572454007204
213,1,522.373835048797
214,0,141.434731433045
215,0,17403.3426721185
216,0,516.737489907762
217,0,4664.3391116623
218,1,103.003151120111
219,0,2288.32646820382
220,0,535.754529624345
221,1,1672.18225785245
222,0,284.672785751123
223,0,1249.30832929887
224,0,36.7463701123947
225,0,1436.74038640236
226,0,137.870961733458
227,0,179.738158833257
228,0,1378.87169232782
229,0,117.802629843103
230,0,1157.48044662698
231,1,86.4603983883258
232,0,125.050493535612
233,1,38.1536650503293
234,0,58.014502263384
235,0,97.1968767530216
236,0,30.5373781015602
237,0,135.198716120793
238,1,45.0333768658812
239,0,42.6012914770016
240,0,21.2228198059049
241,1,141.87622187628
242,0,60.5563610534777
243,1,257.664029404715
244,0,1.92335043692366
245,0,287.889015867184
246,0,88.3943078072981
247,0,154.647580500199
248,0,274.713509250288
249,1,41.7034708398595
250,0,12.7317249463903
251,0,348.514443442847
252,0,62.0819753056779
253,1,443.96553687851
254,1,372.900759946957
255,1,309.297568557667
256,0,8.49588986131819
257,0,65.4954360806052
258,1,1320.86794686233
259,0,1226.08165477195
260,0,7.51025733374962
261,1,21.5317015347677
262,0,100.270343807125
263,0,59.0560364963466
264,0,98.8293715269577
265,0,66.4023462902361
266,0,881.622743370822
267,1,970.640224250241
268,0,110.917602443239
269,0,160.15972782944
270,0,99.547366395552
271,0,44.7661555071159
272,0,239.502297006693
273,0,231.056337550423
274,1,422.297502912047
275,0,43.7831343857819
276,0,282.861067419357
277,0,33.1321741791287
278,1,465.265249650085
279,0,113.039064476026
280,0,289.720134461152
281,1,1079.84800829697
282,0,267.375572197602
283,0,688.015319716469
284,0,144.885922852926
285,0,207.684444164107
286,0,929.73631777496
287,0,1981.30570420858
288,0,1152.65692655665
289,0,44.3360925925924
290,0,63.6620050676376
291,1,618.051307091455
292,0,1672.79495972856
293,0,1564.88533844544
294,0,170.654927077451
295,0,80.3991850982278
296,0,408.780369026005
297,1,1015.38500749134
298,1,623.859322602442
299,0,566.417489769679
300,0,7.41030952168915
301,0,110.438309279725
302,0,621.367579918201
303,0,603.019879217088
304,0,658.813334777416
305,1,330.183866756249
306,1,1214.6947138464
307,0,168.184646132297
308,0,32.9945063412022
309,0,178.079637591716
310,0,389.178882468144
311,0,1002.71608044582
312,0,3062.02962831776
313,0,3453.27199685582
314,0,316.930951524312
315,0,66.2774454716403
316,0,4294.89731016792
317,0,771.597703105054
318,0,407.76174672646
319,0,45.2548555291961
320,0,1438.09938878707
321,0,1757.38513145692
322,0,65.9537253139959
323,0,572.754572434174
324,0,323.277210776652
325,0,143.686134016517
326,1,1382.44297336059
327,0,408.526265562664
328,1,35.2857793896762
329,0,471.312982849756
330,0,45.3802738250499
331,0,344.690773641422
332,1,468.796487128507
333,0,185.68449061197
334,0,40.7927937687156
335,0,253.329535078864
336,0,37.921014739666
337,1,32.3865278888867
338,1,414.079990333193
339,0,243.777689317385
340,1,624.054616313495
341,0,515.594517830027
342,0,405.70440161214
343,0,53.5582579642205
344,0,8.01029228859959
345,0,53.3410492172859
346,1,245.036849883058
347,0,5.05199210152957
348,1,639.47437684239
349,0,62.5714194644305
350,0,357.53885933702
351,0,1.28640821854997
352,0,226.724899060653
353,0,86.6688907246686
354,1,306.610396249529
355,0,11.6244103883951
356,0,131.99099318011
357,0,8.02916960593822
358,0,855.799039230879
359,0,1497.5570330568
360,0,2575.40912293
361,0,3829.22145387223
362,1,5343.60906863624
363,0,3281.20355847713
364,0,6012.2004964175
365,0,711.785838583313
366,0,7870.39075771199
367,0,304.22747661436
368,0,8886.19086178806
369,0,4965.58649562869
370,0,8735.60076679273
371,0,216.260054557092
372,0,382.761707122477
373,0,2154.93542348643
374,0,1101.9148664229
375,0,2537.91552269644
376,0,174.160777323443
377,0,444.976893737447
378,0,40.4415828968063
379,0,260.970826892913
380,0,688.983642407389
381,0,1445.47912219811
382,0,636.31075584414
383,0,17.1497686825769
384,0,816.931088531344
385,1,936.30639055133
386,0,30.4410011185273
387,0,146.121809332818
388,1,499.779475219462
389,0,217.845926563902
390,0,109.204851520098
391,0,624.675683256904
392,0,279.076495742309
393,1,39.4480344571872
394,0,217.861197515747
395,0,745.960541182885
396,0,1544.76225334863
397,0,628.556142644651
398,0,369.38750361495
399,0,85.1462557786606
400,1,39.2614094010359
401,0,215.483576657183
402,0,144.614285744304
403,0,267.241144246834
404,0,25.2993783054948
405,0,104.425815833968
406,0,138.455695415236
407,1,317.377714182903
408,0,183.089748520769
409,0,6.75009856363873
410,0,93.0693247114086
411,1,63.0705820966163
412,0,12.9553674100965
413,1,108.933475035592
414,0,179.329631139905
415,0,26.1959977097944
416,1,73.7966525150086
417,0,167.140693125451
418,0,96.7460239109397
419,1,25.4617174557798
420,0,142.600120147884
421,0,2.1881985774975
422,0,83.0658946438035
423,1,4.53058563341622
424,0,387.434367511989
425,0,119.704550018414
426,1,10.6800380756072
427,0,60.9766972732888
428,1,666.213368672864
429,0,470.821600203443
430,0,11.0298966505033
431,0,152.308761418374
432,0,363.840140771404
433,0,380.196250752062
434,0,12.6404299777622
435,1,530.955467978523
436,1,256.147769825946
437,0,34.081769725791
438,0,119.132563082492
439,0,12.7010436571842
440,0,29.2797113264502
441,1,2631.18984717039
442,0,376.476573381173
443,1,558.948196667537
444,0,172.908903664255
445,0,92.88785244289
446,1,4.42577484508081
447,0,216.211323164187
448,0,48.7446406944166
449,0,11.6352301491106
450,1,63.2906007548619
451,0,21.5225765368775
452,0,377.664799477773
453,1,962.939443387103
454,1,244.846396429575
455,1,124.769496079396
456,0,92.1311368220072
457,0,72.7808339285685
458,0,80.727126876766
459,1,13.129347744816
460,0,31.7470987455001
461,0,4268.66732626211
462,0,2120.20535817344
463,0,1899.92728315292
464,0,5473.72068782732
465,0,4283.17969950297
466,0,1063.31048717579
467,0,11137.3843749592
468,0,4490.16474890634
469,0,3927.37918270676
470,0,330.810412730924
471,0,3317.55455876078
472,1,4482.67413458539
473,0,467.022443955204
